,Institucion,Enfermedad,Year
8949,University of North Carolina at Chapel Hill,Hearing impairment,2017
8950,University of North Carolina at Chapel Hill,Meta analysis,2017
8951,University of North Carolina at Chapel Hill,Mild cognitive impairment ,2017
8952,Department of Biomedical and Translational Informatics,Dementia,2017
8953,Department of Biomedical and Translational Informatics,Hearing impairment,2017
8954,Department of Biomedical and Translational Informatics,Meta analysis,2017
8955,Department of Biomedical and Translational Informatics,Mild cognitive impairment ,2017
8956,Chinese University of Hong Kong,Dementia,2017
8957,Chinese University of Hong Kong,Hearing impairment,2017
8958,Chinese University of Hong Kong,Meta analysis,2017
8959,Chinese University of Hong Kong,Mild cognitive impairment ,2017
8960,State University of New York at Buffalo,Dementia,2017
8961,State University of New York at Buffalo,Hearing impairment,2017
8962,State University of New York at Buffalo,Meta analysis,2017
8963,State University of New York at Buffalo,Mild cognitive impairment ,2017
8964,University of Maryland Baltimore,Dementia,2017
8965,University of Maryland Baltimore,Hearing impairment,2017
8966,University of Maryland Baltimore,Meta analysis,2017
8967,University of Maryland Baltimore,Mild cognitive impairment ,2017
8968,University of North Carolina at Chapel Hill,Dementia,2017
8969,University of North Carolina at Chapel Hill,Hearing impairment,2017
8970,University of North Carolina at Chapel Hill,Meta analysis,2017
8971,University of North Carolina at Chapel Hill,Mild cognitive impairment ,2017
8972,University of Kentucky,Dementia,2017
8973,University of Kentucky,Hearing impairment,2017
8974,University of Kentucky,Meta analysis,2017
8975,University of Kentucky,Mild cognitive impairment ,2017
8976,Emory University,Dementia,2017
8977,Emory University,Hearing impairment,2017
8978,Emory University,Meta analysis,2017
8979,Emory University,Mild cognitive impairment ,2017
8980,University of South Australia,androgen receptor,2021
8981,University of South Australia,androgens,2021
8982,University of South Australia,fetal development,2021
8983,University of South Australia,fetal growth,2021
8984,University of South Australia,glucocorticoid receptor,2021
8985,University of South Australia,glucocorticoids,2021
8986,University of South Australia,placenta,2021
8987,University of South Australia,pregnancy,2021
8988,University of South Australia,sex differences,2021
8989,University of South Australia,steroid hormone signaling ,2021
8990,The University of Queensland,androgen receptor,2021
8991,The University of Queensland,androgens,2021
8992,The University of Queensland,fetal development,2021
8993,The University of Queensland,fetal growth,2021
8994,The University of Queensland,glucocorticoid receptor,2021
8995,The University of Queensland,glucocorticoids,2021
8996,The University of Queensland,placenta,2021
8997,The University of Queensland,pregnancy,2021
8998,The University of Queensland,sex differences,2021
8999,The University of Queensland,steroid hormone signaling ,2021
9000,University of South Australia,androgen receptor,2021
9001,University of South Australia,androgens,2021
9002,University of South Australia,fetal development,2021
9003,University of South Australia,fetal growth,2021
9004,University of South Australia,glucocorticoid receptor,2021
9005,University of South Australia,glucocorticoids,2021
9006,University of South Australia,placenta,2021
9007,University of South Australia,pregnancy,2021
9008,University of South Australia,sex differences,2021
9009,University of South Australia,steroid hormone signaling ,2021
9010,University of South Australia,androgen receptor,2021
9011,University of South Australia,androgens,2021
9012,University of South Australia,fetal development,2021
9013,University of South Australia,fetal growth,2021
9014,University of South Australia,glucocorticoid receptor,2021
9015,University of South Australia,glucocorticoids,2021
9016,University of South Australia,placenta,2021
9017,University of South Australia,pregnancy,2021
9018,University of South Australia,sex differences,2021
9019,University of South Australia,steroid hormone signaling ,2021
9020,The University of Queensland,androgen receptor,2021
9021,The University of Queensland,androgens,2021
9022,The University of Queensland,fetal development,2021
9023,The University of Queensland,fetal growth,2021
9024,The University of Queensland,glucocorticoid receptor,2021
9025,The University of Queensland,glucocorticoids,2021
9026,The University of Queensland,placenta,2021
9027,The University of Queensland,pregnancy,2021
9028,The University of Queensland,sex differences,2021
9029,The University of Queensland,steroid hormone signaling ,2021
9030,Yale University School of Medicine,Acute myeloid leukaemia,2020
9031,Yale University School of Medicine,Biomarkers,2020
9032,Yale University School of Medicine,Checkpoint inhibitor,2020
9033,Yale University School of Medicine,Clinical trial,2020
9034,Yale University School of Medicine,Myelodysplastic syndrome ,2020
9035,Yale University School of Medicine,Acute myeloid leukaemia,2020
9036,Yale University School of Medicine,Biomarkers,2020
9037,Yale University School of Medicine,Checkpoint inhibitor,2020
9038,Yale University School of Medicine,Clinical trial,2020
9039,Yale University School of Medicine,Myelodysplastic syndrome ,2020
9040,Duke University Medical Center,cardiac regeneration,2018
9041,Duke University Medical Center,endothelium,2018
9042,Duke University Medical Center,vascular ,2018
9043,Duke University Medical Center,cardiac regeneration,2018
9044,Duke University Medical Center,endothelium,2018
9045,Duke University Medical Center,vascular ,2018
9046,Duke University Medical Center,cardiac regeneration,2018
9047,Duke University Medical Center,endothelium,2018
9048,Duke University Medical Center,vascular ,2018
9049,Medical University of Silesia,caffeic acid,2018
9050,Medical University of Silesia,caffeine,2018
9051,Medical University of Silesia,cancer progression,2018
9052,Medical University of Silesia,chlorogenic acid,2018
9053,Medical University of Silesia,coffee,2018
9054,Medical University of Silesia,colorectal cancer,2018
9055,Medical University of Silesia,kahweol ,2018
9056,Medical University of Silesia,caffeic acid,2018
9057,Medical University of Silesia,caffeine,2018
9058,Medical University of Silesia,cancer progression,2018
9059,Medical University of Silesia,chlorogenic acid,2018
9060,Medical University of Silesia,coffee,2018
9061,Medical University of Silesia,colorectal cancer,2018
9062,Medical University of Silesia,kahweol ,2018
9063,Medical University of Silesia,caffeic acid,2018
9064,Medical University of Silesia,caffeine,2018
9065,Medical University of Silesia,cancer progression,2018
9066,Medical University of Silesia,chlorogenic acid,2018
9067,Medical University of Silesia,coffee,2018
9068,Medical University of Silesia,colorectal cancer,2018
9069,Medical University of Silesia,kahweol ,2018
9070,Medical University of Silesia,caffeic acid,2018
9071,Medical University of Silesia,caffeine,2018
9072,Medical University of Silesia,cancer progression,2018
9073,Medical University of Silesia,chlorogenic acid,2018
9074,Medical University of Silesia,coffee,2018
9075,Medical University of Silesia,colorectal cancer,2018
9076,Medical University of Silesia,kahweol ,2018
9077,Medical University of Silesia,caffeic acid,2018
9078,Medical University of Silesia,caffeine,2018
9079,Medical University of Silesia,cancer progression,2018
9080,Medical University of Silesia,chlorogenic acid,2018
9081,Medical University of Silesia,coffee,2018
9082,Medical University of Silesia,colorectal cancer,2018
9083,Medical University of Silesia,kahweol ,2018
9084,Medical University of Silesia,caffeic acid,2018
9085,Medical University of Silesia,caffeine,2018
9086,Medical University of Silesia,cancer progression,2018
9087,Medical University of Silesia,chlorogenic acid,2018
9088,Medical University of Silesia,coffee,2018
9089,Medical University of Silesia,colorectal cancer,2018
9090,Medical University of Silesia,kahweol ,2018
9091,Medical University of Silesia,caffeic acid,2018
9092,Medical University of Silesia,caffeine,2018
9093,Medical University of Silesia,cancer progression,2018
9094,Medical University of Silesia,chlorogenic acid,2018
9095,Medical University of Silesia,coffee,2018
9096,Medical University of Silesia,colorectal cancer,2018
9097,Medical University of Silesia,kahweol ,2018
9098,Imperial College London,health education and promotion,2020
9099,Imperial College London,health policy,2020
9100,Imperial College London,review ,2020
9101,Imperial College London,health education and promotion,2020
9102,Imperial College London,health policy,2020
9103,Imperial College London,review ,2020
9104,Imperial College London,health education and promotion,2020
9105,Imperial College London,health policy,2020
9106,Imperial College London,review ,2020
9107,Florida Atlantic University,Hemoglobin Hb ,2020
9108,Florida Atlantic University,Point Of Care POC ,2020
9109,Florida Atlantic University,Red Blood Cells RBCs ,2020
9110,Florida Atlantic University,Sickle Cell Anemia SCA ,2020
9111,Florida Atlantic University,Sickle Cell Disease SCD ,2020
9112,Florida Atlantic University,Sickle Cell Trait SCT ,2020
9113,College of Engineering and Computer Science,Hemoglobin Hb ,2020
9114,College of Engineering and Computer Science,Point Of Care POC ,2020
9115,College of Engineering and Computer Science,Red Blood Cells RBCs ,2020
9116,College of Engineering and Computer Science,Sickle Cell Anemia SCA ,2020
9117,College of Engineering and Computer Science,Sickle Cell Disease SCD ,2020
9118,College of Engineering and Computer Science,Sickle Cell Trait SCT ,2020
9119,Florida Atlantic University,Hemoglobin Hb ,2020
9120,Florida Atlantic University,Point Of Care POC ,2020
9121,Florida Atlantic University,Red Blood Cells RBCs ,2020
9122,Florida Atlantic University,Sickle Cell Anemia SCA ,2020
9123,Florida Atlantic University,Sickle Cell Disease SCD ,2020
9124,Florida Atlantic University,Sickle Cell Trait SCT ,2020
9125,University of Massachusetts,Alkaloid,2019
9126,University of Massachusetts,Cholesterol,2019
9127,University of Massachusetts,Fat,2019
9128,University of Massachusetts,Obesity,2019
9129,University of Massachusetts,Phenolic acid ,2019
9130,Kyung Hee University,Alkaloid,2019
9131,Kyung Hee University,Cholesterol,2019
9132,Kyung Hee University,Fat,2019
9133,Kyung Hee University,Obesity,2019
9134,Kyung Hee University,Phenolic acid ,2019
9135,University of Massachusetts,Alkaloid,2019
9136,University of Massachusetts,Cholesterol,2019
9137,University of Massachusetts,Fat,2019
9138,University of Massachusetts,Obesity,2019
9139,University of Massachusetts,Phenolic acid ,2019
9140,Brigham and Women's Hospital,Academic detailing,2019
9141,Brigham and Women's Hospital,Clinical education,2019
9142,Brigham and Women's Hospital,Medication management ,2019
9143,Alosa Health,Academic detailing,2019
9144,Alosa Health,Clinical education,2019
9145,Alosa Health,Medication management ,2019
9146,Alosa Health,Academic detailing,2019
9147,Alosa Health,Clinical education,2019
9148,Alosa Health,Medication management ,2019
9149,Alosa Health,Academic detailing,2019
9150,Alosa Health,Clinical education,2019
9151,Alosa Health,Medication management ,2019
9152,Brigham and Women's Hospital,Academic detailing,2019
9153,Brigham and Women's Hospital,Clinical education,2019
9154,Brigham and Women's Hospital,Medication management ,2019
9155,Boston University School of Medicine,C reactive protein,2018
9156,Boston University School of Medicine,chronic inflammatory diseases,2018
9157,Boston University School of Medicine,interleukin 1 beta,2018
9158,Boston University School of Medicine,interleukin 6,2018
9159,Boston University School of Medicine,testosterone,2018
9160,Boston University School of Medicine,tumor necrosis factor alpha ,2018
9161,menshealthboston,C reactive protein,2018
9162,menshealthboston,chronic inflammatory diseases,2018
9163,menshealthboston,interleukin 1 beta,2018
9164,menshealthboston,interleukin 6,2018
9165,menshealthboston,testosterone,2018
9166,menshealthboston,tumor necrosis factor alpha ,2018
9167,New York University School of Medicine,C reactive protein,2018
9168,New York University School of Medicine,chronic inflammatory diseases,2018
9169,New York University School of Medicine,interleukin 1 beta,2018
9170,New York University School of Medicine,interleukin 6,2018
9171,New York University School of Medicine,testosterone,2018
9172,New York University School of Medicine,tumor necrosis factor alpha ,2018
9173,Beth Israel Deaconess Medical Center,C reactive protein,2018
9174,Beth Israel Deaconess Medical Center,chronic inflammatory diseases,2018
9175,Beth Israel Deaconess Medical Center,interleukin 1 beta,2018
9176,Beth Israel Deaconess Medical Center,interleukin 6,2018
9177,Beth Israel Deaconess Medical Center,testosterone,2018
